-3
-4
1
-10
17
54
37
28
19
11
4
-3
-4
-10
-12
-19
-23
-25
-27
-29
-30
-32
-30
-29
-28
-27
-26
-25
-22
-21
-17
-17
-16
-14
-13
-11
-10
-9
-9
-9
-6
-4
-5
-3
-4
